tweet_id,tweet_image_url,date,time,favorite_count,retweet_count,text,name,dog_type,dog_prediction,tweet_prediction,prediction_confidence,rating_numerator,rating_denominator,expanded_urls
889278841981685760,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,2017-07-24,00:19:32,25652,5637,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,Oliver,,True,whippet,62.62,13.0,13.0,https://twitter.com/dog_rates/status/889278841981685760/video/1
888917238123831296,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,2017-07-23,00:22:39,29611,4709,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,Jim,,True,golden_retriever,71.47,12.0,12.0,https://twitter.com/dog_rates/status/888917238123831296/photo/1
888804989199671297,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,2017-07-22,16:56:37,26080,4559,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,Zeke,,True,golden_retriever,46.98,13.0,13.0,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1"
888554962724278272,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,2017-07-22,00:23:06,20290,3732,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,Ralphus,,True,siberian_husky,70.04,13.0,13.0,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1"
888078434458587136,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,2017-07-20,16:49:33,22201,3653,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,Gerald,,True,french_bulldog,99.5,12.0,12.0,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1"
887705289381826560,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,2017-07-19,16:06:48,30779,5609,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,Jeffrey,,True,basset,82.17,13.0,13.0,https://twitter.com/dog_rates/status/887705289381826560/photo/1
887517139158093824,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,2017-07-19,03:39:09,46959,12082,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),such,,False,limousine,13.04,14.0,14.0,https://twitter.com/dog_rates/status/887517139158093824/video/1
887473957103951883,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2017-07-19,00:47:34,69871,18781,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,Canela,,True,pembroke,80.92,13.0,13.0,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1"
887343217045368832,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,2017-07-18,16:08:03,34222,10737,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),None,,True,mexican_hairless,33.07,13.0,13.0,https://twitter.com/dog_rates/status/887343217045368832/video/1
887101392804085760,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,2017-07-18,00:07:08,31061,6167,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,None,,True,samoyed,73.39,12.0,12.0,https://twitter.com/dog_rates/status/887101392804085760/photo/1
886983233522544640,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2017-07-17,16:17:36,35859,8084,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,Maya,,True,chihuahua,79.35,13.0,13.0,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1"
886736880519319552,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,2017-07-16,23:58:41,12306,3443,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help",Mingus,,True,kuvasz,30.97,13.0,13.0,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1"
886680336477933568,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,2017-07-16,20:14:00,22798,4610,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,Derek,,False,convertible,73.9,13.0,13.0,https://twitter.com/dog_rates/status/886680336477933568/photo/1
886366144734445568,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,2017-07-15,23:25:31,21524,3316,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,Roscoe,pupper,True,french_bulldog,99.92,12.0,12.0,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1"
886258384151887873,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,2017-07-15,16:17:19,28469,6523,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,Waffles,,True,pug,94.36,13.0,13.0,https://twitter.com/dog_rates/status/886258384151887873/photo/1
885984800019947520,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,2017-07-14,22:10:11,33382,7097,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,Jimbo,,True,blenheim_spaniel,97.25,12.0,12.0,https://twitter.com/dog_rates/status/885984800019947520/photo/1
885528943205470208,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,2017-07-13,15:58:47,36689,6683,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,Maisey,,True,pug,36.93,13.0,13.0,https://twitter.com/dog_rates/status/885528943205470208/photo/1
885167619883638784,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,2017-07-12,16:03:00,22367,4556,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,None,,True,malamute,81.25,13.0,13.0,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1"
884925521741709313,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,2017-07-12,00:01:00,68152,16439,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",Earl,,True,italian_greyhound,25.99,12.0,12.0,https://twitter.com/dog_rates/status/884925521741709313/photo/1
884876753390489601,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,2017-07-11,20:47:12,28514,6096,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,Lola,,True,chow,82.21,13.0,13.0,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1"
884562892145688576,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,2017-07-11,00:00:02,24765,5100,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,Kevin,,True,pug,54.64,13.0,13.0,https://twitter.com/dog_rates/status/884562892145688576/photo/1
884441805382717440,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,2017-07-10,15:58:53,27478,5856,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",None,,True,pembroke,99.32,14.0,14.0,https://twitter.com/dog_rates/status/884441805382717440/photo/1
884162670584377345,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,2017-07-09,21:29:42,20771,3128,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,Yogi,,True,german_shepherd,70.7,12.0,12.0,https://twitter.com/dog_rates/status/884162670584377345/photo/1
883838122936631299,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,2017-07-09,00:00:04,22349,3586,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,Noah,,True,doberman,61.09,12.0,12.0,https://twitter.com/dog_rates/status/883838122936631299/photo/1
883482846933004288,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,2017-07-08,00:28:19,46860,10407,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",Bella,,True,golden_retriever,94.31,5.0,5.0,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1"
883360690899218434,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,2017-07-07,16:22:55,22986,3825,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,Grizzwald,floofer,True,chow,98.8,13.0,13.0,https://twitter.com/dog_rates/status/883360690899218434/photo/1
883117836046086144,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2017-07-07,00:17:54,37914,6949,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",None,,True,golden_retriever,94.96,13.0,13.0,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1"
882992080364220416,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,2017-07-06,15:58:11,24445,4122,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,Rusty,,True,eskimo_dog,46.68,13.0,13.0,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1"
882762694511734784,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,2017-07-06,00:46:41,28903,5134,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,Gus,,True,labrador_retriever,85.0,12.0,12.0,https://twitter.com/dog_rates/status/882762694511734784/photo/1
882627270321602560,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,2017-07-05,15:48:34,28382,6342,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),Stanley,,True,pembroke,54.3,13.0,13.0,https://twitter.com/dog_rates/status/882627270321602560/photo/1
882268110199369728,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,2017-07-04,16:01:23,45880,12118,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,Alfy,,True,golden_retriever,76.22,13.0,13.0,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1"
882045870035918850,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,2017-07-04,01:18:17,29900,5203,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",Koko,,False,web_site,94.96,13.0,13.0,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1"
881906580714921986,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,2017-07-03,16:04:48,24773,3533,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,Rey,,True,weimaraner,29.15,12.0,12.0,https://twitter.com/dog_rates/status/881906580714921986/photo/1
881666595344535552,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,2017-07-03,00:11:11,51522,11099,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,Gary,,True,saluki,52.9,13.0,13.0,https://twitter.com/dog_rates/status/881666595344535552/photo/1
881536004380872706,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,2017-07-02,15:32:16,50199,16570,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af  (IG: puffie_the_chow),a,pupper,True,samoyed,28.15,14.0,14.0,https://twitter.com/dog_rates/status/881536004380872706/video/1
881268444196462592,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,2017-07-01,21:49:04,23501,5358,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,Elliot,,False,tusker,47.33,12.0,12.0,https://twitter.com/dog_rates/status/881268444196462592/photo/1
880935762899988482,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,2017-06-30,23:47:07,17346,2886,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,Louis,,False,street_sign,25.18,13.0,13.0,https://twitter.com/dog_rates/status/880935762899988482/photo/1
880872448815771648,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,2017-06-30,19:35:32,21734,3989,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,None,,True,pembroke,79.14,12.0,12.0,https://twitter.com/dog_rates/status/880872448815771648/photo/1
880465832366813184,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,2017-06-29,16:39:47,29075,6546,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,Bella,,True,golden_retriever,91.33,12.0,12.0,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1"
880221127280381952,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,2017-06-29,00:27:25,27640,4436,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,Jesse,,True,chihuahua,23.85,12.0,12.0,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1"
880095782870896641,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,2017-06-28,16:09:20,28150,4533,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,None,,True,miniature_pinscher,12.03,11.0,11.0,https://twitter.com/dog_rates/status/880095782870896641/photo/1
879862464715927552,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,2017-06-28,00:42:13,22667,3642,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,Romeo,,True,basset,81.35,13.0,13.0,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1"
879492040517615616,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,2017-06-27,00:10:17,23822,3323,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,Bailey,,True,german_short-haired_pointer,47.99,12.0,12.0,https://twitter.com/dog_rates/status/879492040517615616/photo/1
879415818425184262,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,2017-06-26,19:07:24,107956,45849,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),Duddles,,True,english_springer,38.34,13.0,13.0,https://twitter.com/dog_rates/status/879415818425184262/video/1
879376492567855104,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,2017-06-26,16:31:08,17099,3261,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,Jack,,False,tricycle,66.36,12.0,12.0,https://twitter.com/dog_rates/status/879376492567855104/photo/1
879050749262655488,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,2017-06-25,18:56:45,23022,4941,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,Steven,,False,tabby,31.19,11.0,11.0,https://twitter.com/dog_rates/status/879050749262655488/photo/1
879008229531029506,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,2017-06-25,16:07:47,19317,2812,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,Beau,,True,vizsla,96.05,13.0,13.0,https://twitter.com/dog_rates/status/879008229531029506/photo/1
878776093423087618,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2017-06-25,00:45:22,19763,4319,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,Snoopy,,True,italian_greyhound,73.47,13.0,13.0,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1"
878281511006478336,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,2017-06-23,16:00:04,7913,1349,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below",Shadow,,True,basset,32.04,13.0,13.0,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1"
878057613040115712,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,2017-06-23,01:10:23,42876,7181,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,Emmy,,True,french_bulldog,83.91,14.0,14.0,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1"
877736472329191424,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2017-06-22,03:54:17,71144,17300,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,Aja,,True,chesapeake_bay_retriever,83.8,13.0,13.0,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1"
877556246731214848,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,2017-06-21,15:58:08,23258,3994,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,Penny,,True,basset,99.54,12.0,12.0,https://twitter.com/dog_rates/status/877556246731214848/photo/1
877316821321428993,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,2017-06-21,00:06:44,27907,5414,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",Dante,,True,saluki,51.0,13.0,13.0,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1"
877201837425926144,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,2017-06-20,16:29:50,27755,5880,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,Nelly,,True,pembroke,93.11,12.0,12.0,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1"
876838120628539392,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,2017-06-19,16:24:33,21125,3506,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,Ginger,pupper,True,bloodhound,57.58,12.0,12.0,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1"
876484053909872640,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,2017-06-18,16:57:37,19163,2511,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,Benedict,,True,golden_retriever,87.46,13.0,13.0,https://twitter.com/dog_rates/status/876484053909872640/photo/1
876120275196170240,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,2017-06-17,16:52:05,28490,4903,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",Venti,puppo,True,bernese_mountain_dog,53.43,13.0,13.0,https://twitter.com/dog_rates/status/876120275196170240/photo/1
875747767867523072,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,2017-06-16,16:11:53,25773,4497,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",Goose,,True,labrador_retriever,79.96,13.0,13.0,https://twitter.com/dog_rates/status/875747767867523072/photo/1
875144289856114688,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,2017-06-15,00:13:52,22185,5081,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,Nugget,,True,siberian_husky,24.5,13.0,13.0,https://twitter.com/dog_rates/status/875144289856114688/video/1
875021211251597312,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2017-06-14,16:04:48,26022,4922,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,None,,True,west_highland_white_terrier,71.43,12.0,12.0,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1"
874680097055178752,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,2017-06-13,17:29:20,28439,4875,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,Cash,,True,labrador_retriever,83.61,12.0,12.0,https://twitter.com/dog_rates/status/874680097055178752/photo/1
874296783580663808,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,2017-06-12,16:06:11,26651,4308,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,Jed,pupper,True,cocker_spaniel,43.72,13.0,13.0,https://twitter.com/dog_rates/status/874296783580663808/photo/1
